test,time,result
./prototype-pollution/style-dictionary-2.10.2/symbolic_test_2.js,0.7530100720032351,all ok
./prototype-pollution/style-dictionary-2.10.2/symbolic_test_4.js,0.8372259110001323,all ok
./prototype-pollution/style-dictionary-2.10.2/symbolic_test_3.js,0.7653056449998985,all ok
./prototype-pollution/style-dictionary-2.10.2/symbolic_test_5.js,0.8396478579998075,all ok
./prototype-pollution/style-dictionary-2.10.2/symbolic_test_1.js,0.7587867289985297,all ok
./prototype-pollution/style-dictionary-2.10.2/symbolic_test_0.js,0.9455342080000264,all ok
./prototype-pollution/swiper-6.5.0/symbolic_test_2.js,0.8461559950010269,all ok
./prototype-pollution/swiper-6.5.0/symbolic_test_4.js,0.9187093319997075,all ok
./prototype-pollution/swiper-6.5.0/symbolic_test_3.js,0.8512989659975574,all ok
./prototype-pollution/swiper-6.5.0/symbolic_test_5.js,0.8485628650014405,all ok
./prototype-pollution/swiper-6.5.0/symbolic_test_1.js,0.8489237890025834,all ok
./prototype-pollution/swiper-6.5.0/symbolic_test_0.js,0.8427188549976563,all ok
./prototype-pollution/deep-set-1.0.0/symbolic_test_2.js,0.6856786099997407,all ok
./prototype-pollution/deep-set-1.0.0/symbolic_test_4.js,30.01649370299856,nothing
./prototype-pollution/deep-set-1.0.0/symbolic_test_3.js,17.55591725600243,polluted
./prototype-pollution/deep-set-1.0.0/symbolic_test_5.js,30.015264148001734,nothing
./prototype-pollution/deep-set-1.0.0/symbolic_test_1.js,0.6722567319993686,all ok
./prototype-pollution/deep-set-1.0.0/symbolic_test_0.js,0.6672888829998556,all ok
./prototype-pollution/dexie-3.2.1/symbolic_test_2.js,30.054972478999844,nothing
./prototype-pollution/dexie-3.2.1/symbolic_test_4.js,30.054648649998853,nothing
./prototype-pollution/dexie-3.2.1/symbolic_test_3.js,30.03499099200053,nothing
./prototype-pollution/dexie-3.2.1/symbolic_test_5.js,30.033054963001632,nothing
./prototype-pollution/dexie-3.2.1/symbolic_test_1.js,30.05443766499957,nothing
./prototype-pollution/dexie-3.2.1/symbolic_test_0.js,30.05579405300159,nothing
./prototype-pollution/object-path-0.11.4/symbolic_test_2.js,1.4091919279999274,all ok
./prototype-pollution/object-path-0.11.4/symbolic_test_4.js,1.4189755719999084,all ok
./prototype-pollution/object-path-0.11.4/symbolic_test_3.js,1.4466946979991917,all ok
./prototype-pollution/object-path-0.11.4/symbolic_test_5.js,1.4437660540024808,all ok
./prototype-pollution/object-path-0.11.4/symbolic_test_1.js,1.46349479300261,all ok
./prototype-pollution/object-path-0.11.4/symbolic_test_0.js,1.457155222997244,all ok
./prototype-pollution/deep-defaults-1.0.5/symbolic_test_2.js,0.9495447929984948,all ok
./prototype-pollution/deep-defaults-1.0.5/symbolic_test_3.js,30.045483575002436,nothing
./prototype-pollution/deep-defaults-1.0.5/symbolic_test_1.js,0.9867666970021673,all ok
./prototype-pollution/deep-defaults-1.0.5/symbolic_test_0.js,0.9524785019966657,polluted
./prototype-pollution/mithril-1.0.0/symbolic_test_2.js,1.2622587980004027,nothing
./prototype-pollution/mithril-1.0.0/symbolic_test_4.js,1.2669825890006905,nothing
./prototype-pollution/mithril-1.0.0/symbolic_test_3.js,1.271253507999063,nothing
./prototype-pollution/mithril-1.0.0/symbolic_test_5.js,1.4173895069980063,nothing
./prototype-pollution/mithril-1.0.0/symbolic_test_1.js,1.3072069529989676,nothing
./prototype-pollution/mithril-1.0.0/symbolic_test_0.js,1.248605568001949,nothing
./prototype-pollution/merge-objects-1.0.3/symbolic_test_2.js,0.865622400000575,polluted
./prototype-pollution/merge-objects-1.0.3/symbolic_test_4.js,0.8146245049974823,all ok
./prototype-pollution/merge-objects-1.0.3/symbolic_test_3.js,0.7751978599990252,all ok
./prototype-pollution/merge-objects-1.0.3/symbolic_test_5.js,0.7856231410005421,all ok
./prototype-pollution/merge-objects-1.0.3/symbolic_test_1.js,0.8740653069980908,polluted
./prototype-pollution/merge-objects-1.0.3/symbolic_test_0.js,0.6845639060011308,all ok
./prototype-pollution/confucious-0.0.12/symbolic_test_2.js,1.0696569089996046,all ok
./prototype-pollution/confucious-0.0.12/symbolic_test_4.js,7.755135007999343,polluted
./prototype-pollution/confucious-0.0.12/symbolic_test_3.js,0.9450033530010842,nothing
./prototype-pollution/confucious-0.0.12/symbolic_test_1.js,0.9334426360001089,all ok
./prototype-pollution/confucious-0.0.12/symbolic_test_0.js,0.9370504250000522,all ok
./prototype-pollution/js-extend-0.0.1/symbolic_test_2.js,0.8959736020005948,polluted
./prototype-pollution/js-extend-0.0.1/symbolic_test_4.js,30.04581479099943,nothing
./prototype-pollution/js-extend-0.0.1/symbolic_test_3.js,0.830491582997638,all ok
./prototype-pollution/js-extend-0.0.1/symbolic_test_5.js,30.045742276000965,nothing
./prototype-pollution/js-extend-0.0.1/symbolic_test_1.js,0.867101472998911,polluted
./prototype-pollution/js-extend-0.0.1/symbolic_test_0.js,0.7102473519989871,all ok
./prototype-pollution/vega-util-1.13.0/symbolic_test_2.js,1.9534568130002299,nothing
./prototype-pollution/vega-util-1.13.0/symbolic_test_4.js,1.982078218999959,nothing
./prototype-pollution/vega-util-1.13.0/symbolic_test_11.js,1.9657039400008216,nothing
./prototype-pollution/vega-util-1.13.0/symbolic_test_9.js,1.9640209570025036,nothing
./prototype-pollution/vega-util-1.13.0/symbolic_test_8.js,1.9514321749993542,nothing
./prototype-pollution/vega-util-1.13.0/symbolic_test_12.js,1.9597903049980232,nothing
./prototype-pollution/vega-util-1.13.0/symbolic_test_1.js,1.954804498996964,nothing
./prototype-pollution/vega-util-1.13.0/symbolic_test_0.js,1.9488098500005435,nothing
./prototype-pollution/vega-util-1.13.0/symbolic_test_7.js,1.9703167660009058,nothing
./prototype-pollution/flat-5.0.0/symbolic_test_2.js,0.8666118199980701,all ok
./prototype-pollution/flat-5.0.0/symbolic_test_4.js,30.01336640000227,nothing
./prototype-pollution/flat-5.0.0/symbolic_test_3.js,30.014436239001952,nothing
./prototype-pollution/flat-5.0.0/symbolic_test_1.js,0.8898386439977912,all ok
./prototype-pollution/flat-5.0.0/symbolic_test_0.js,0.8651485529990168,all ok
./prototype-pollution/merge-1.2.0/symbolic_test_2.js,1.0099682260006375,all ok
./prototype-pollution/merge-1.2.0/symbolic_test_4.js,0.9059193680004682,nothing
./prototype-pollution/merge-1.2.0/symbolic_test_1.js,1.0238326200014853,all ok
