package|version|id|cwe|filename|returncode|control_path|exploit|rtime|utime|stime|timestamp
merge-options|1.0.0|68|CWE-1321|vulcan-dataset/CWE-471/717/src/index.js|0|true|true|42.7639|15.1725|0.782334|20251029113447
merge-options|1.0.0|67|CWE-1321|vulcan-dataset/CWE-471/717/src/index.js|0|true|true|43.0626|15.0997|0.806574|20251029113447
merge-options|1.0.0|66|CWE-1321|vulcan-dataset/CWE-471/717/src/index.js|0|true|true|42.6225|14.6185|0.845402|20251029113447
merge-options|1.0.0|65|CWE-1321|vulcan-dataset/CWE-471/717/src/index.js|0|true|true|42.8085|15.1614|0.869559|20251029113447
merge-options|1.0.0|64|CWE-1321|vulcan-dataset/CWE-471/717/src/index.js|0|true|true|42.8123|16.1342|0.852653|20251029113447
object-extend|0.5.0|71|CWE-1321|vulcan-dataset/CWE-471/GHSA-m639-9whg-fw97/src/extend.js|0|true|true|38.5617|12.8722|0.816116|20251029113447
object-extend|0.5.0|70|CWE-1321|vulcan-dataset/CWE-471/GHSA-m639-9whg-fw97/src/extend.js|0|true|true|38.6333|13.3613|0.870902|20251029113447
object-extend|0.5.0|69|CWE-1321|vulcan-dataset/CWE-471/GHSA-m639-9whg-fw97/src/extend.js|0|true|true|38.4892|13.2062|0.804864|20251029113447
merge-objects|1.0.5|74|CWE-1321|vulcan-dataset/CWE-471/716/src/merge-objects.js|0|true|true|27.6627|13.8361|0.874575|20251029113447
merge-objects|1.0.5|73|CWE-1321|vulcan-dataset/CWE-471/716/src/merge-objects.js|0|true|true|27.6205|14.2802|0.868018|20251029113447
merge-objects|1.0.5|72|CWE-1321|vulcan-dataset/CWE-471/716/src/merge-objects.js|0|true|true|27.6619|13.8033|0.912668|20251029113447
just-extend|3.0.0|75|CWE-1321|vulcan-dataset/CWE-471/780/src/index.js|0|true|true|27.5897|13.3605|0.830851|20251029113447
merge|4.6.0|76|CWE-1321|vulcan-dataset/CWE-471/1067/src/index.js|-7|false|false|300.04|277.789|1.63844|20251029113447
qs|6.2.2|77|CWE-1321|vulcan-dataset/CWE-471/1469/src/utils.js|0|false|false|33.9102|31.0291|1.2036|20251029113447
defaultsdeep|4.6.0|78|CWE-1321|vulcan-dataset/CWE-471/1070/src/index.js|0|false|false|105.718|82.6573|1.49069|20251029113447
bodymen|1.0.0|79|CWE-1321|vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js|0|true|true|45.4835|27.4751|1.22523|20251029113447
jsgui-lang-essentials|0.4.3|81|CWE-1321|vulcan-dataset/CWE-471/GHSA-p3pg-64pv-v7jg/src/jsgui-lang-essentials.js|0|false|false|54.8004|30.1815|1.44607|20251029113447
jsgui-lang-essentials|0.4.3|80|CWE-1321|vulcan-dataset/CWE-471/GHSA-p3pg-64pv-v7jg/src/jsgui-lang-essentials.js|0|false|false|55.3417|30.1859|1.50527|20251029113447
assign-deep|0.4.6|84|CWE-1321|vulcan-dataset/CWE-471/579/src/index.js|0|true|true|39.6422|13.9748|0.873829|20251029113447
assign-deep|0.4.6|83|CWE-1321|vulcan-dataset/CWE-471/579/src/index.js|0|true|true|40.1829|14.1609|0.828596|20251029113447
assign-deep|0.4.6|82|CWE-1321|vulcan-dataset/CWE-471/579/src/index.js|0|true|true|40.169|14.4256|0.848663|20251029113447
extend|2.0.0|85|CWE-1321|vulcan-dataset/CWE-471/781/src/extend.js|0|true|true|28.3934|14.0272|0.844544|20251029113447
assign|0.0.0-alpha.0|86|CWE-1321|vulcan-dataset/CWE-471/GHSA-3829-mgmw-jcg4/src/deep-merge.js|0|true|true|31.6095|13.7696|0.828641|20251029113447
extend|3.0.1|87|CWE-1321|vulcan-dataset/CWE-471/996/src/index.js|0|true|true|27.7133|13.9451|0.799496|20251029113447
lodash|4.17.11|88|CWE-1321|vulcan-dataset/CWE-471/1065/src/lodash.js|-7|false|false|300.003|0.00413|0.009293|20251029113447
mithril|2.0.1|89|CWE-1321|vulcan-dataset/CWE-471/1094/src/parse.js|1|false|false|78.5919|71.1813|1.40472|20251029113447
defaultsdeep|4.6.0|90|CWE-1321|vulcan-dataset/CWE-471/1068/src/index.js|-7|false|false|300.041|277.527|1.63505|20251029113447
mout|1.2.3|92|CWE-1321|vulcan-dataset/CWE-471/GHSA-vvv8-xw5f-3f88/src/deepMixIn.js|0|true|true|29.4436|15.7928|0.922031|20251029113447
mout|1.2.3|91|CWE-1321|vulcan-dataset/CWE-471/GHSA-vvv8-xw5f-3f88/src/deepFillIn.js|0|true|true|28.8621|14.4668|0.799678|20251029113447
deep-get-set|1.1.1|93|CWE-1321|vulcan-dataset/CWE-471/GHSA-mjjj-6p43-vhhv/src/index.js|0|true|true|51.2189|25.8118|1.06637|20251029113447
dot-prop|4.2.0|94|CWE-1321|vulcan-dataset/CWE-471/1213/src/index.js|0|false|false|36.1996|20.046|1.20927|20251029113447
mergewith|4.6.0|95|CWE-1321|vulcan-dataset/CWE-471/1069/src/index.js|-7|false|false|300.038|277.522|1.48893|20251029113447
defaults-deep|0.2.3|96|CWE-1321|vulcan-dataset/CWE-471/581/src/index.js|0|true|true|29.8998|13.5885|0.83397|20251029113447
notevil|1.3.3|97|CWE-1321|vulcan-dataset/CWE-471/GHSA-8g4m-cjm2-96wq/src/index.js|0|false|false|44.4119|29.3399|1.33613|20251029113447
sds|4.4.0|98|CWE-1321|vulcan-dataset/CWE-471/GHSA-ph28-wwfj-fv7f/src/set.js|9|false|false|49.6694|31.7498|1.21977|20251029113447
set-value|3.0.0|100|CWE-1321|vulcan-dataset/CWE-471/1012/src/index.js|0|true|true|60.3541|34.7012|1.23422|20251029113447
set-value|3.0.0|99|CWE-1321|vulcan-dataset/CWE-471/1012/src/index.js|0|true|true|60.4519|34.5958|1.24086|20251029113447
klona|1.1.0|101|CWE-1321|vulcan-dataset/CWE-471/1463/src/klona.js|0|false|false|32.579|18.5175|1.13369|20251029113447
merge-recursive|0.0.3|105|CWE-1321|vulcan-dataset/CWE-471/715/src/index.js|0|true|true|41.0847|13.7565|0.83547|20251029113447
merge-recursive|0.0.3|104|CWE-1321|vulcan-dataset/CWE-471/715/src/index.js|0|true|true|41.0599|13.3801|0.831867|20251029113447
merge-recursive|0.0.3|103|CWE-1321|vulcan-dataset/CWE-471/715/src/index.js|0|true|true|41.1084|13.7848|0.827803|20251029113447
merge-recursive|0.0.3|102|CWE-1321|vulcan-dataset/CWE-471/715/src/index.js|0|true|true|40.8663|13.5905|0.844495|20251029113447
libnested|1.5.0|106|CWE-1321|vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js|0|true|true|45.5223|27.7803|1.12338|20251029113447
mpath|0.4.1|107|CWE-1321|vulcan-dataset/CWE-471/779/src/index.js|-7|false|false|300.003|0.003158|0.010517|20251029113447
mergewith|4.6.1|108|CWE-1321|vulcan-dataset/CWE-471/1071/src/index.js|2|false|false|101.326|89.6113|1.42033|20251029113447
deap|1.0.0|109|CWE-1321|vulcan-dataset/CWE-471/611/src/deap.js|0|false|false|48.267|21.3008|1.21379|20251029113447
dset|3.1.1|111|CWE-1321|vulcan-dataset/CWE-471/GHSA-23wx-cgxq-vpwx/src/index.js|0|true|true|36.8079|16.902|0.978681|20251029113447
dset|3.1.1|110|CWE-1321|vulcan-dataset/CWE-471/GHSA-23wx-cgxq-vpwx/src/index.js|0|true|true|36.7159|16.4761|1.022|20251029113447
lodash|4.17.4|112|CWE-1321|vulcan-dataset/CWE-471/577/src/lodash.js|-7|false|false|300.003|0.00304|0.011148|20251029113447
get-setter|0.0.0|113|CWE-1321|vulcan-dataset/CWE-471/1332/src/index.js|0|true|true|29.0109|22.522|0.988059|20251029113447
nconf|0.11.3|114|CWE-1321|vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js|0|false|false|48.9212|22.6146|1.26256|20251029113447
madlib-object-utils|0.1.6|115|CWE-1321|vulcan-dataset/CWE-471/GHSA-pfv6-prqm-85q8/src/utils.js|0|true|true|51.5046|31.0716|0.968655|20251029113447
gateway|0.6.1|116|CWE-1321|vulcan-dataset/CWE-471/917/src/deepMerge.js|0|true|true|29.5887|12.7106|0.81434|20251029113447
reggae|0.0.1|117|CWE-1321|vulcan-dataset/CWE-471/1331/src/index.js|0|false|false|32.4386|17.6216|1.12462|20251029113447
smart-extend|1.7.4|118|CWE-1321|vulcan-dataset/CWE-471/801/src/smart-extend.js|-7|false|false|300.05|286.503|1.32331|20251029113447
defaults-deep|0.2.4|119|CWE-1321|vulcan-dataset/CWE-471/778/src/index.js|0|true|true|31.3985|16.503|0.817355|20251029113447
dexie|3.2.1|120|CWE-1321|vulcan-dataset/CWE-471/GHSA-3xgx-r9j4-qw9w/src/dexie.js|-7|false|false|300.035|248.663|3.66251|20251029113447
angular|1.7.8|121|CWE-1321|vulcan-dataset/CWE-471/1343/src/angular.js|1|false|false|286.529|296.943|3.39573|20251029113447
chartkick|3.1.3|122|CWE-1321|vulcan-dataset/CWE-471/1312/src/chartkick.js|0|false|false|157.436|139.242|1.71497|20251029113447
getsetdeep|4.12.0|123|CWE-1321|vulcan-dataset/CWE-471/1334/src/index.js|0|false|false|35.5782|20.0442|1.2443|20251029113447
set-in|2.0.0|124|CWE-1321|vulcan-dataset/CWE-471/GHSA-6956-83fg-5wc5/src/index.js|-7|false|false|300.707|270.159|5.18955|20251029113447
mixin-deep|1.3.0|125|CWE-1321|vulcan-dataset/CWE-471/578/src/index.js|0|true|true|20.0959|14.9917|1.033|20251029113447
sahmat|1.0.1|126|CWE-1321|vulcan-dataset/CWE-471/1336/src/index.js|0|true|true|51.4864|34.3839|1.16603|20251029113447
flat-wrap|1.0.2|127|CWE-1321|vulcan-dataset/CWE-471/1327/src/index.js|1|false|false|38.6445|12.948|0.806838|20251029113447
predefine|0.1.2|241|CWE-1321|secbench-dataset/CWE-471/predefine_0.1.2/src/index.js|0|false|false|72.2664|41.4718|2.16251|20251029113447
lodash|4.17.9|242|CWE-1321|secbench-dataset/CWE-471/lodash_4.17.9/src/lodash.js|-7|false|false|300.004|0.001975|0.012589|20251029113447
minimist|1.0.0|243|CWE-1321|secbench-dataset/CWE-471/minimist_1.0.0/src/index.js|0|false|false|24.9521|22.215|1.18497|20251029113447
pathval|1.1.0|244|CWE-1321|secbench-dataset/CWE-471/pathval_1.1.0/src/index.js|-7|false|false|300.034|272.018|1.13387|20251029113447
rfc6902|4.0.2|245|CWE-1321|secbench-dataset/CWE-471/rfc6902_4.0.2/src/patch.js|0|false|false|30.5868|25.4789|1.12023|20251029113447
deep-override|1.0.0|246|CWE-1321|secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js|0|true|true|28.4215|14.5547|0.916841|20251029113447
mixin-deep|2.0.0|247|CWE-1321|secbench-dataset/CWE-471/mixin-deep_2.0.0/src/index.js|0|true|true|40.707|15.6616|0.922991|20251029113447
deepref|1.1.1|248|CWE-1321|secbench-dataset/CWE-471/deepref_1.1.1/src/index.js|0|false|false|43.951|20.0304|1.08857|20251029113447
getsetdeep|4.15.0|249|CWE-1321|secbench-dataset/CWE-471/getsetdeep_4.15.0/src/index.js|0|false|false|35.755|19.5107|1.25374|20251029113447
flat|5.0.0|250|CWE-1321|secbench-dataset/CWE-471/flat_5.0.0/src/index.js|-7|false|false|300.026|272.782|1.39061|20251029113447
keyget|2.2.0|251|CWE-1321|secbench-dataset/CWE-471/keyget_2.2.0/src/index.js|0|true|true|37.1234|26.2429|1.14312|20251029113447
mathjs|7.4.0|252|CWE-1321|secbench-dataset/CWE-471/mathjs_7.4.0/src/object.js|0|true|true|46.2264|20.2077|1.06241|20251029113447
patchmerge|1.0.0|253|CWE-1321|secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js|5|false|false|44.242|16.5554|0.84775|20251029113447
undefsafe|2.0.2|254|CWE-1321|secbench-dataset/CWE-471/undefsafe_2.0.2/src/undefsafe.js|-7|false|false|300.077|282.113|1.38074|20251029113447
gedi|1.6.3|255|CWE-1321|secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js|0|false|false|32.4628|24.3303|1.35405|20251029113447
gammautils|0.0.81|256|CWE-1321|secbench-dataset/CWE-471/gammautils_0.0.81/src/objectUtils.js|0|true|true|90.6149|64.0223|1.86361|20251029113447
decal|2.1.3|257|CWE-1321|secbench-dataset/CWE-471/decal_2.1.3/src/extend.js|0|true|true|29.7521|13.7827|0.860894|20251029113447
getobject|0.1.0|258|CWE-1321|secbench-dataset/CWE-471/getobject_0.1.0/src/getobject.js|0|false|false|33.4948|17.9827|1.16901|20251029113447
nestie|1.0.0|259|CWE-1321|secbench-dataset/CWE-471/nestie_1.0.0/src/index.js|0|false|false|36.6836|19.1996|1.11538|20251029113447
nodee-utils|1.2.2|260|CWE-1321|secbench-dataset/CWE-471/nodee-utils_1.2.2/src/object.js|0|true|true|74.133|53.1371|1.40799|20251029113447
patchmerge|1.0.1|261|CWE-1321|secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js|5|false|false|44.36|16.7941|0.810568|20251029113447
plain-object-merge|1.0.1|262|CWE-1321|secbench-dataset/CWE-471/plain-object-merge_1.0.1/src/index.js|-7|false|false|300.052|271.83|1.27073|20251029113447
phpjs|1.3.2|263|CWE-1321|secbench-dataset/CWE-471/phpjs_1.3.2/src/npm.js|1|false|false|288.246|297.075|3.3353|20251029113447
confucious|0.0.12|264|CWE-1321|secbench-dataset/CWE-471/confucious_0.0.12/src/confucious.js|0|true|true|43.5572|24.5689|1.19108|20251029113447
merge|2.1.0|265|CWE-1321|secbench-dataset/CWE-471/merge_2.1.0/src/index.js|0|true|true|40.5072|14.3854|0.763818|20251029113447
swiper|6.5.0|266|CWE-1321|secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js|0|false|false|35.4376|20.652|1.28928|20251029113447
dotty|0.0.1|267|CWE-1321|secbench-dataset/CWE-471/dotty_0.0.1/src/index.js|0|true|true|39.3919|19.987|1.08531|20251029113447
safe-obj|1.0.0|268|CWE-1321|secbench-dataset/CWE-471/safe-obj_1.0.0/src/index.js|-7|false|false|300.034|286.776|1.28859|20251029113447
objnest|5.0.0|269|CWE-1321|secbench-dataset/CWE-471/objnest_5.0.0/src/objnest.js|0|false|false|27.9509|23.0885|1.2218|20251029113447
object-path|0.11.4|270|CWE-1321|secbench-dataset/CWE-471/object-path_0.11.4/src/index.js|0|false|false|48.5466|24.5049|1.20286|20251029113447
keyd|1.3.4|271|CWE-1321|secbench-dataset/CWE-471/keyd_1.3.4/src/index.js|0|true|true|55.8226|31.6784|1.376|20251029113447
aurelia-path|1.1.7|272|CWE-1321|secbench-dataset/CWE-471/aurelia-path_1.1.7/src/aurelia-path.js|0|false|false|34.1284|20.5937|1.23764|20251029113447
json-ptr|1.1.0|273|CWE-1321|secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js|1|false|false|298.914|14.3708|0.77001|20251029113447
property-expr|2.0.2|274|CWE-1321|secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js|0|false|false|36.7991|21.9804|1.19325|20251029113447
merge-change|1.0.1|275|CWE-1321|secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js|0|false|false|31.9959|18.4744|1.16655|20251029113447
deephas|1.0.5|276|CWE-1321|secbench-dataset/CWE-471/deephas_1.0.5/src/deepHas.js|0|true|true|49.4146|24.2125|1.06907|20251029113447
paypal-adaptive|0.4.1|277|CWE-1321|secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js|0|true|false|62.0588|31.123|1.60765|20251029113447
merge-objects|1.0.3|278|CWE-1321|secbench-dataset/CWE-471/merge-objects_1.0.3/src/merge-objects.js|0|true|true|27.812|13.9447|0.886929|20251029113447
inireader|1.0.0|279|CWE-1321|secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js|0|true|true|47.7613|21.4493|1.23684|20251029113447
changeset|0.1.0|280|CWE-1321|secbench-dataset/CWE-471/changeset_0.1.0/src/index.js|0|false|false|36.689|21.0479|1.29607|20251029113447
iniparserjs|1.0.4|281|CWE-1321|secbench-dataset/CWE-471/iniparserjs_1.0.4/src/ini_parser.js|0|true|false|49.6242|25.0639|1.33995|20251029113447
deeply|3.0.0|282|CWE-1321|secbench-dataset/CWE-471/deeply_3.0.0/src/reduce_object.js|0|true|true|38.8521|13.4075|0.805745|20251029113447
madlib-object-utils|0.1.6|283|CWE-1321|secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js|0|true|true|57.97|36.3106|1.22449|20251029113447
mout|1.0.0|284|CWE-1321|secbench-dataset/CWE-471/mout_1.0.0/src/set.js|-7|false|false|300.03|286.722|1.1024|20251029113447
arr-flatten-unflatten|1.1.4|285|CWE-1321|secbench-dataset/CWE-471/arr-flatten-unflatten_1.1.4/src/unflatten.js|0|false|false|22.2147|18.4075|1.10316|20251029113447
assign-deep|1.0.0|286|CWE-1321|secbench-dataset/CWE-471/assign-deep_1.0.0/src/index.js|0|true|true|27.7048|13.7221|0.831052|20251029113447
js-extend|0.0.1|287|CWE-1321|secbench-dataset/CWE-471/js-extend_0.0.1/src/extend.js|0|true|true|27.742|14.2755|0.850858|20251029113447
think-config|1.0.0|288|CWE-1321|secbench-dataset/CWE-471/think-config_1.0.0/src/index.js|-7|false|false|300.033|271.851|1.32744|20251029113447
field|1.0.1|289|CWE-1321|secbench-dataset/CWE-471/field_1.0.1/src/field.js|-7|false|false|300.028|276.722|2.29131|20251029113447
deep-get-set|1.1.0|290|CWE-1321|secbench-dataset/CWE-471/deep-get-set_1.1.0/src/index.js|0|true|true|40.9803|25.5796|1.09271|20251029113447
json-pointer|0.6.1|291|CWE-1321|secbench-dataset/CWE-471/json-pointer_0.6.1/src/index.js|-7|false|false|300.051|277.489|1.64605|20251029113447
deep-defaults|1.0.5|292|CWE-1321|secbench-dataset/CWE-471/deep-defaults_1.0.5/src/index.js|0|true|true|28.877|13.1494|0.8874|20251029113447
mithril|1.0.0|293|CWE-1321|secbench-dataset/CWE-471/mithril_1.0.0/src/mithril.js|0|true|false|77.3473|44.3882|1.7458|20251029113447
querymen|2.1.3|294|CWE-1321|secbench-dataset/CWE-471/querymen_2.1.3/src/index.js|0|true|true|49.0417|28.557|1.28529|20251029113447
lodash|4.17.10|295|CWE-1321|secbench-dataset/CWE-471/lodash_4.17.10/src/lodash.js|-7|false|false|300.003|0.003308|0.011028|20251029113447
libnested|1.5.0|296|CWE-1321|secbench-dataset/CWE-471/libnested_1.5.0/src/index.js|0|true|true|35.4815|28.2278|1.1104|20251029113447
set-deep-prop|1.0.0|297|CWE-1321|secbench-dataset/CWE-471/set-deep-prop_1.0.0/src/set-deep-prop.js|0|true|true|43.433|25.9096|1.15396|20251029113447
rdf-graph-array|0.3.0|298|CWE-1321|secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js|0|false|false|51.4433|25.3391|1.3964|20251029113447
defaults-deep|0.2.0|299|CWE-1321|secbench-dataset/CWE-471/defaults-deep_0.2.0/src/index.js|0|true|true|40.713|13.696|0.887355|20251029113447
json-schema|0.3.0|300|CWE-1321|secbench-dataset/CWE-471/json-schema_0.3.0/src/validate.js|-7|false|false|300.273|271.914|3.13661|20251029113447
decal|2.0.0|301|CWE-1321|secbench-dataset/CWE-471/decal_2.0.0/src/set.js|0|false|false|30.8574|22.9551|1.31597|20251029113447
vega-util|1.13.0|302|CWE-1321|secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js|0|true|true|46.429|27.5443|1.36366|20251029113447
eivindfjeldstad-dot|0.0.1|303|CWE-1321|secbench-dataset/CWE-471/eivindfjeldstad-dot_0.0.1/src/index.js|0|true|true|40.212|23.0199|1.01131|20251029113447
dot-object|2.1.2|304|CWE-1321|secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js|0|false|false|54.7167|30.8594|1.36629|20251029113447
bmoor|0.8.11|305|CWE-1321|secbench-dataset/CWE-471/bmoor_0.8.11/src/core.js|-7|false|false|300.029|281.376|3.05175|20251029113447
linux-cmdline|1.0.0|306|CWE-1321|secbench-dataset/CWE-471/linux-cmdline_1.0.0/src/index.js|-7|false|false|300.065|284.501|1.3005|20251029113447
expand-hash|1.0.1|307|CWE-1321|secbench-dataset/CWE-471/expand-hash_1.0.1/src/index.js|0|false|false|22.6269|18.476|1.08777|20251029113447
component-flatten|1.0.1|308|CWE-1321|secbench-dataset/CWE-471/component-flatten_1.0.1/src/index.js|0|false|false|48.0501|22.0755|1.20189|20251029113447
set-object-value|0.0.5|309|CWE-1321|secbench-dataset/CWE-471/set-object-value_0.0.5/src/index.js|0|true|true|37.2687|23.4277|1.09062|20251029113447
json8-merge-patch|1.0.1|310|CWE-1321|secbench-dataset/CWE-471/json8-merge-patch_1.0.1/src/apply.js|0|true|true|29.6714|13.0404|0.849677|20251029113447
mootools|1.5.2|311|CWE-1321|secbench-dataset/CWE-471/mootools_1.5.2/src/mootools-core-1.5.2-server.js|-7|false|false|300.115|274.315|2.06337|20251029113447
simpl-schema|1.10.0|312|CWE-1321|secbench-dataset/CWE-471/simpl-schema_1.10.0/src/merge.js|0|true|true|21.0682|15.3002|0.884507|20251029113447
deep-set|1.0.0|313|CWE-1321|secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js|0|true|true|57.6037|37.2175|1.16015|20251029113447
copy-props|2.0.4|314|CWE-1321|secbench-dataset/CWE-471/copy-props_2.0.4/src/index.js|1|false|false|81.6441|52.9834|1.48241|20251029113447
safe-flat|2.0.0|315|CWE-1321|secbench-dataset/CWE-471/safe-flat_2.0.0/src/index.js|0|false|false|31.6586|18.0312|1.1282|20251029113447
dot-notes|3.2.0|316|CWE-1321|secbench-dataset/CWE-471/dot-notes_3.2.0/src/create.js|0|true|true|41.2362|24.2177|1.03335|20251029113447
promisehelpers|0.0.5|317|CWE-1321|secbench-dataset/CWE-471/promisehelpers_0.0.5/src/index.js|0|true|true|58.1806|30.1853|1.28866|20251029113447
fast-json-patch|2.0.4|318|CWE-1321|secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js|0|false|false|39.3593|24.5347|1.44751|20251029113447
jsonpointer|4.0.0|319|CWE-1321|secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js|-7|false|false|300.003|0.002963|0.010866|20251029113447
node-forge|0.9.0|320|CWE-1321|secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js|0|true|true|70.494|63.4016|1.53587|20251029113447
jquery|1.11.0|321|CWE-1321|secbench-dataset/CWE-471/jquery_1.11.0/src/jquery.js|1|false|false|289.006|296.983|3.34248|20251029113447
yargs-parser|6.0.0|322|CWE-1321|secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js|0|false|false|153.079|125.286|1.99299|20251029113447
object-path|0.11.0|323|CWE-1321|secbench-dataset/CWE-471/object-path_0.11.0/src/index.js|0|false|false|42.6472|18.7688|1.14256|20251029113447
doc-path|2.0.0|324|CWE-1321|secbench-dataset/CWE-471/doc-path_2.0.0/src/path.js|0|false|false|32.2648|18.2405|1.10441|20251029113447
